gene_name,H9_1,H9_2,PP_1,PP_2,PC_1,PC_2,OC_2,OC_1,NC_1,NC_2,EC_1,EC_2
AC105094.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016493.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC027097.1,2.29,2.39,1.59,1.58,1.46,1.58,1.21,1.85,2.02,2.16,2.25,2.55
ZNF850,11.43,10.93,7.34,7.52,4.66,4.36,1.04,1.39,5.93,7.15,11.5,12.79
AC100793.2,0.28,0.28,0.25,0.19,0.69,0.57,0.44,0.38,0.46,0.64,0.43,0.34
AC005757.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2F3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC040977.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
AC092143.3,0.64,0.6,0.62,1.2,0.76,0.71,0.46,0.47,1.08,0.67,0.55,0.5
AC002398.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP005229.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005050.1,0.0,0.0,0.08,0.1,0.08,0.0,0.15,0.09,0.0,0.04,0.0,0.0
AC012617.1,16.69,20.54,12.26,15.04,9.06,2.78,2.05,2.07,2.33,4.24,14.76,35.08
AC008738.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
AC007001.1,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.46
AC005336.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01905,0.53,0.23,0.1,0.13,0.0,0.11,0.0,0.0,0.97,0.24,0.28,0.44
AC006213.2,1.33,2.17,5.06,5.79,3.38,3.13,3.55,2.82,3.26,3.4,2.31,3.32
AC005943.1,6.89,10.02,7.76,7.43,9.16,4.19,11.7,12.26,12.62,12.71,8.62,8.18
PTGES3L,1.81,1.92,2.34,2.91,0.62,0.44,0.13,0.19,1.48,1.51,3.15,3.6
AC090213.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018761.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0
AC006130.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UXT-AS1,0.33,0.15,0.26,0.32,0.46,0.15,0.22,0.1,0.11,0.07,0.24,0.34
LINC02080,0.0,0.02,0.01,0.03,0.03,0.01,0.04,0.01,0.01,0.06,0.02,0.0
AC107990.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP005264.1,0.0,0.0,0.0,0.0,0.3,2.2,0.06,0.2,0.0,0.0,0.05,0.0
AC026458.2,0.07,0.15,0.08,0.38,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
NAGPA-AS1,0.42,0.58,0.71,0.2,0.12,0.16,0.05,0.07,0.26,0.08,0.14,0.09
AC005256.1,0.18,0.0,0.7,0.79,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0
AC015911.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015818.9,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC58P3,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC020663.2,0.69,0.35,0.35,0.33,0.25,0.35,0.0,0.07,0.0,0.0,0.25,0.54
AC015802.1,0.2,0.61,0.05,0.18,0.17,0.11,0.03,0.03,0.54,0.28,0.3,0.55
AP001269.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
ASB16-AS1,4.65,4.27,10.6,11.08,6.1,4.92,3.9,3.93,9.12,9.21,6.71,9.01
AC011507.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011472.1,0.0,0.0,0.39,0.09,0.0,0.15,0.42,0.45,0.09,0.13,0.07,0.08
KRT18P61,0.05,0.03,0.43,0.42,0.06,0.06,0.16,0.28,0.13,0.08,0.18,0.31
AC015802.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL512605.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087683.1,0.0,0.0,0.11,0.12,0.45,0.31,0.34,0.25,0.12,0.09,0.0,0.33
AC008543.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005789.1,0.46,0.16,0.37,0.63,0.58,0.0,0.4,0.43,0.41,0.16,0.16,0.19
CTBP2P7,0.03,0.0,0.03,0.25,0.2,0.06,0.03,0.22,0.18,0.08,0.03,0.0
AC027307.1,0.09,0.18,0.31,0.12,0.21,0.1,0.55,0.36,0.11,0.17,0.27,0.42
AC025048.1,0.21,0.07,0.0,0.0,0.0,0.08,0.0,0.0,0.46,0.57,0.21,0.0
AC008735.1,1.3,1.39,1.35,1.06,0.98,0.92,0.33,0.61,2.29,1.65,1.22,1.27
SLC14A2-AS1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC113137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTF6G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILF3-DT,4.95,4.69,4.2,4.67,6.33,7.82,3.61,4.13,6.89,7.3,4.55,4.86
AC090376.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC060766.1,4.04,5.01,3.8,4.51,1.37,0.88,3.88,5.53,3.99,5.22,1.34,1.06
TBC1D3P1-DHX40P1,0.0,0.1,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.03,0.03,0.0
AC011511.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
ZNF561-AS1,6.38,5.91,7.3,10.03,11.69,12.54,7.57,7.69,5.58,5.79,5.06,8.82
PCAT19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP001029.1,0.0,0.0,0.0,1.2,0.0,0.52,1.13,1.23,0.58,1.36,0.0,0.54
AC011990.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010327.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC098848.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF038458.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011481.1,0.35,0.24,0.84,0.16,0.73,0.27,0.15,0.16,0.62,0.36,0.0,0.43
AC022148.2,0.2,0.2,0.4,0.54,0.41,0.31,0.42,0.0,0.79,0.34,0.27,0.24
AP005264.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010525.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL10P15,0.56,0.87,0.7,0.69,0.18,0.51,0.36,0.0,0.39,0.88,0.57,0.86
AD000671.2,0.05,0.0,0.12,0.56,0.0,0.19,0.27,0.07,0.14,0.09,0.05,0.0
AC008105.3,0.57,0.63,0.32,0.26,0.07,0.32,0.34,0.14,0.06,0.0,0.59,0.52
AC004490.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
LINC02081,0.04,0.0,0.0,0.08,0.0,0.02,0.07,0.0,0.0,0.01,0.02,0.07
AC016588.1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012615.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC090360.1,0.56,0.65,1.59,0.98,1.28,0.59,1.18,0.84,1.1,0.65,0.31,0.38
RNF157-AS1,0.49,0.52,2.56,2.68,0.66,0.73,0.02,0.0,0.74,0.73,0.31,0.5
OR1AC1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008738.2,0.5,0.0,1.08,0.54,0.63,0.23,0.13,0.14,0.13,0.62,0.31,0.24
AC005746.2,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.23,0.0,0.0,0.0,0.0
HMGB3P27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011518.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD000091.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP005131.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
AC005901.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005954.1,0.68,0.43,0.77,0.0,0.93,0.3,0.0,0.72,0.17,0.26,0.0,0.5
AC005262.2,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0
AC007998.2,0.22,1.21,0.29,0.0,0.0,0.0,0.0,0.21,0.36,0.0,0.07,0.0
AC012615.4,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
AC092296.2,0.03,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.0,0.0,0.04,0.0
AP001120.2,4.43,3.86,4.45,5.56,3.38,2.44,3.56,3.98,5.68,6.48,5.8,7.91
AC067968.2,0.07,0.0,0.0,0.0,0.08,0.0,0.08,0.09,0.09,0.07,0.0,0.0
AC006116.3,0.0,0.12,0.14,0.0,0.0,0.0,0.15,0.16,0.0,0.12,0.12,0.28
AC012301.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01842,0.18,0.14,0.11,0.0,0.0,0.05,0.0,0.0,0.18,0.05,0.09,0.06
AC005777.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011476.2,0.0,0.31,0.0,0.0,0.0,0.59,0.12,0.0,0.19,0.1,0.08,0.09
AC006557.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR2117HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
AC093227.1,1.4,1.7,1.1,1.35,1.12,0.57,0.43,0.67,1.09,1.37,1.05,1.21
CTBP2P3,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1M4P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPMTP1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06
AC011499.1,0.72,0.22,0.0,0.34,0.26,0.35,0.22,0.38,0.85,0.42,0.21,0.25
AC005379.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091152.2,0.21,0.31,0.33,0.27,0.34,0.1,0.16,0.09,0.36,0.47,0.28,0.35
SDHDP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP1B-AS1,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0
AC007993.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005837.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC022098.1,0.74,0.52,2.14,2.39,2.94,2.64,4.92,4.34,4.5,4.76,0.73,0.81
CALM2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC022031.1,0.11,0.06,0.07,0.15,0.0,0.03,0.02,0.0,0.08,0.1,0.08,0.15
AC245748.1,0.0,0.79,0.37,0.0,2.16,0.35,0.7,0.25,1.9,1.74,0.6,0.83
AC011472.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC105094.2,0.0,0.07,0.0,0.0,0.08,0.0,0.09,0.18,0.0,0.0,0.22,0.0
AP002505.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHF5CP,0.13,0.0,0.49,0.37,0.34,0.0,0.0,0.0,0.18,0.55,0.14,0.16
AC008770.2,0.0,0.1,0.14,0.18,0.34,0.2,0.23,0.34,0.38,0.17,0.09,0.0
AC007136.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPCP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002545.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP4A2P1,0.16,0.08,0.19,0.33,0.3,0.19,0.31,0.22,0.21,0.08,0.17,0.1
AC026898.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC245748.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MGP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYMSP2,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006213.3,0.15,0.15,0.44,0.3,0.18,0.26,0.0,0.1,0.0,0.07,0.08,0.18
AC006116.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
AC023421.2,0.0,0.15,0.16,0.19,0.0,0.0,0.26,0.0,0.0,0.14,0.0,0.0
MIR212,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0
AC091044.1,0.0,0.11,0.13,0.45,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0
AC011461.1,0.71,0.98,0.99,0.96,0.89,0.55,0.0,0.33,0.78,0.61,0.12,0.43
AC091132.4,0.34,0.6,0.6,0.42,0.95,0.22,0.1,0.52,0.53,0.33,0.16,0.27
AP001029.2,0.28,0.15,0.92,0.28,0.69,0.01,0.34,0.59,1.76,2.85,0.56,0.84
MIR132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01775,0.45,0.58,0.27,0.0,0.28,0.13,0.43,0.0,0.44,0.69,0.47,0.55
AC090386.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
AC005954.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005884.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003043.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018761.3,0.21,0.11,0.38,0.14,0.13,0.25,0.14,0.0,0.28,0.22,0.33,0.13
AC007773.1,1.05,0.97,0.5,0.48,1.14,0.57,0.63,1.36,1.2,1.22,1.41,1.79
AC092068.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC040963.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
AC020915.1,1.77,2.0,1.9,2.42,2.33,1.54,1.16,0.85,2.9,2.54,1.36,1.86
AC005336.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010504.1,0.13,0.26,0.15,0.17,0.0,0.22,0.0,0.35,0.0,0.13,0.07,0.23
AC011447.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17orf113,0.55,0.47,1.33,1.66,1.23,0.9,0.49,0.61,0.9,0.95,0.51,0.76
AC107993.1,0.1,0.22,0.19,0.35,0.2,0.06,0.0,0.07,0.34,0.32,0.11,0.13
AC005597.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005498.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR7-OT1,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.13,0.0
AC104971.1,0.14,0.28,0.26,0.3,0.1,0.0,0.11,0.04,0.22,0.11,0.03,0.13
AC005324.6,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012254.2,6.5,6.8,5.79,6.12,6.05,10.11,7.54,7.65,7.04,7.86,4.84,4.43
AC005786.2,0.0,0.0,0.0,0.0,0.42,0.0,0.29,0.0,0.15,0.0,0.0,0.0
AC012615.5,0.0,0.0,0.15,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.13,0.0
HNRNPA3P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092067.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF861P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093074.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP001198.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011524.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4F10P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005381.1,0.0,0.11,0.23,0.0,0.06,0.04,0.0,0.0,0.0,0.07,0.13,0.07
AC012615.6,0.0,0.01,0.02,0.0,0.02,0.0,0.11,0.02,0.03,0.0,0.0,0.0
AC008805.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
AC091132.5,0.34,0.84,1.01,1.44,0.72,0.78,1.44,1.27,0.43,0.43,0.79,0.72
AP005264.3,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
AC025048.2,0.95,1.09,1.58,1.37,1.71,0.56,1.81,1.35,2.33,2.37,1.85,1.95
AP005482.3,1.77,1.77,0.94,1.54,1.11,0.69,0.44,0.69,1.49,1.26,1.27,1.14
AC011591.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
AC139100.1,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0
LINC01255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC055813.1,0.06,0.14,0.2,0.08,0.23,0.14,0.06,0.0,0.4,0.43,0.09,0.22
ZNF790-AS1,0.73,0.96,2.71,3.03,1.11,1.62,1.46,1.84,1.43,0.64,2.21,2.41
AC011498.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC105105.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERVE-1,0.0,0.0,0.03,0.11,0.29,0.59,0.0,0.0,0.02,0.0,0.0,0.0
AC020928.1,1.13,1.4,1.03,1.02,0.96,0.29,0.36,0.12,0.6,0.96,1.53,1.73
AC099811.2,1.99,1.45,1.31,0.0,0.07,0.0,1.08,0.0,1.83,0.15,1.12,0.74
AC011444.2,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.09,0.07,0.0,0.0
AC111170.2,0.5,0.61,0.99,1.49,1.2,0.27,1.46,0.95,1.14,0.98,0.76,1.84
AC006504.3,0.14,0.3,0.09,0.1,0.36,0.68,0.28,0.1,0.57,0.59,0.22,0.35
AC011476.3,2.35,4.04,1.22,2.24,1.25,0.85,1.29,1.73,0.77,0.96,5.22,6.03
AC010776.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARD6G-AS1,2.02,2.01,1.47,1.54,2.1,1.11,0.82,1.0,1.87,1.69,2.05,3.65
AC060766.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01140,0.1,0.17,0.7,0.9,0.42,0.57,0.05,0.02,0.4,0.49,0.53,0.94
AC008567.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008770.3,0.41,0.34,0.69,0.34,0.62,0.68,0.53,0.35,0.87,0.76,0.17,0.2
AC020911.2,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
AC024575.1,0.73,0.86,0.94,1.0,0.66,0.74,0.27,0.36,0.76,0.59,0.71,1.34
MAP3K14-AS1,1.0,1.13,2.84,4.13,1.91,1.24,0.37,0.28,0.4,0.14,1.88,2.36
AC090409.1,0.22,0.4,0.0,0.07,0.14,0.13,1.69,1.31,0.0,0.17,1.03,1.41
TBX2-AS1,0.13,0.0,0.38,0.41,3.67,0.83,3.12,2.22,1.43,1.65,0.0,0.07
AC023509.3,1.31,1.19,3.65,4.4,1.79,1.93,2.76,1.63,2.38,2.52,1.55,1.78
AC011481.2,0.09,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005306.1,2.29,2.21,3.2,4.11,4.24,2.48,1.82,1.25,5.28,5.47,3.12,3.53
AC022031.2,2.81,4.04,2.29,2.98,0.17,0.95,0.43,0.76,3.76,3.26,2.99,2.87
AC004672.2,0.06,0.2,0.46,0.35,0.08,0.0,0.08,0.0,0.08,0.0,0.4,0.47
AP001198.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068473.3,0.01,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.03
AC138150.2,0.08,0.22,0.07,0.11,0.02,0.13,0.26,0.26,0.0,0.1,0.24,0.3
AC008752.2,0.05,0.0,0.0,0.06,0.18,0.11,0.18,0.07,0.0,0.1,0.1,0.0
AC008649.1,0.15,0.68,0.0,0.1,0.18,0.51,0.0,0.0,0.1,0.08,0.08,0.62
AP001542.2,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
AC012569.1,0.21,0.13,0.03,0.06,0.03,0.05,0.0,0.03,0.28,0.26,0.2,0.05
AC025048.3,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEBPA-DT,0.78,0.87,2.34,2.23,1.88,1.91,0.17,0.14,1.13,0.81,0.95,1.49
AC006116.5,0.26,0.27,0.64,0.72,0.75,0.54,0.77,0.46,0.79,0.61,0.69,1.13
AC011444.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP77,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNFT1-DT,0.07,0.0,0.25,0.15,0.16,0.0,0.0,0.18,0.07,0.02,0.0,0.0
AC011511.4,8.34,10.85,4.22,3.9,6.55,2.97,4.99,4.3,6.32,6.49,6.16,6.42
AC004637.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
AL592148.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092295.2,0.8,0.75,0.93,0.9,0.71,0.75,0.94,0.82,0.97,1.28,0.54,0.32
OR4G1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007673.1,0.0,0.0,0.07,0.33,0.08,0.04,0.04,0.04,0.0,0.03,0.0,0.0
AC015911.4,0.06,0.06,0.04,0.09,0.04,0.0,0.0,0.0,0.04,0.03,0.07,0.04
KC6,4.4,5.82,12.56,13.8,1.34,5.07,7.34,7.41,9.67,11.38,11.96,16.13
AC104532.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
AC060766.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
AC090409.2,0.0,0.06,0.0,0.0,0.13,0.0,0.15,0.42,0.0,0.0,0.0,0.07
AC027307.2,2.89,3.22,4.55,4.34,3.96,3.75,5.88,7.7,3.38,3.24,4.13,5.0
AC005702.1,0.0,0.0,0.0,0.1,0.05,0.1,0.47,0.2,0.0,0.0,0.09,0.0
SELENOKP1,0.16,0.17,0.59,0.22,0.41,0.19,0.0,0.0,0.65,0.51,0.0,1.0
AC005580.1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.2,0.0
LINC02001,3.33,2.98,4.6,4.67,4.29,3.98,2.48,2.7,6.63,6.57,4.53,4.4
SNHG22,33.28,32.26,89.52,90.1,88.09,48.86,41.25,32.51,34.16,33.02,35.68,46.64
SLC25A1P5,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006557.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01415,0.27,0.21,0.0,0.02,0.08,0.01,0.02,0.05,0.02,0.17,0.17,0.16
AC009271.1,3.36,2.94,2.3,2.4,0.1,0.69,0.37,0.1,2.14,2.64,3.75,4.44
AC002398.2,0.22,0.0,0.07,0.07,0.14,0.0,0.07,0.08,0.07,0.0,0.0,0.13
BOLA3P2,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNSP6,0.04,0.02,0.02,0.08,0.15,0.02,0.0,0.0,0.08,0.08,0.23,0.39
AC015936.1,0.07,0.03,0.04,0.0,0.0,0.04,0.0,0.05,0.17,0.2,0.0,0.04
AC008687.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.06,0.06,0.0
EIF4A2P1,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.16,0.31
LINC01478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP000365.1,0.14,0.14,0.0,0.19,0.09,0.19,0.26,0.23,0.27,0.07,0.45,0.62
